X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
0.1775, 0.11, 0.003, -9.35815e-05, -0.000341426, -1.84176e-05
0.17765, 0.11, 0.003, -9.35815e-05, -0.000341426, -1.84176e-05
0.1775, 0.11, 0.003, -9.20755e-05, -0.000343096, -1.84889e-05
0.1772, 0.11, 0.003, -9.20755e-05, -0.000343096, -1.84889e-05
0.17735, 0.11, 0.003, -9.20755e-05, -0.000343096, -1.84889e-05
0.1772, 0.11, 0.003, -9.05597e-05, -0.000344768, -1.85623e-05
0.1769, 0.11, 0.003, -9.05597e-05, -0.000344768, -1.85623e-05
0.17705, 0.11, 0.003, -9.05597e-05, -0.000344768, -1.85623e-05
0.1769, 0.11, 0.003, -8.9034e-05, -0.000346442, -1.86377e-05
0.1766, 0.11, 0.003, -8.9034e-05, -0.000346442, -1.86377e-05
0.17675, 0.11, 0.003, -8.9034e-05, -0.000346442, -1.86377e-05
0.1766, 0.11, 0.003, -8.74985e-05, -0.000348117, -1.87151e-05
0.1763, 0.11, 0.003, -8.74985e-05, -0.000348117, -1.87151e-05
0.17645, 0.11, 0.003, -8.74985e-05, -0.000348117, -1.87151e-05
0.1763, 0.11, 0.003, -8.59532e-05, -0.000349793, -1.87945e-05
0.176, 0.11, 0.003, -8.59532e-05, -0.000349793, -1.87945e-05
0.17615, 0.11, 0.003, -8.59532e-05, -0.000349793, -1.87945e-05
0.176, 0.11, 0.003, -8.43981e-05, -0.000351472, -1.88759e-05
0.1757, 0.11, 0.003, -8.43981e-05, -0.000351472, -1.88759e-05
0.17585, 0.11, 0.003, -8.43981e-05, -0.000351472, -1.88759e-05
0.1757, 0.11, 0.003, -8.28332e-05, -0.000353152, -1.89593e-05
0.1754, 0.11, 0.003, -8.28332e-05, -0.000353152, -1.89593e-05
0.17555, 0.11, 0.003, -8.28332e-05, -0.000353152, -1.89593e-05
0.1754, 0.11, 0.003, -8.12584e-05, -0.000354834, -1.90447e-05
0.1751, 0.11, 0.003, -8.12584e-05, -0.000354834, -1.90447e-05
0.17525, 0.11, 0.003, -8.12584e-05, -0.000354834, -1.90447e-05
0.1751, 0.11, 0.003, -7.96738e-05, -0.000356517, -1.91321e-05
0.1748, 0.11, 0.003, -7.96738e-05, -0.000356517, -1.91321e-05
0.17495, 0.11, 0.003, -7.96738e-05, -0.000356517, -1.91321e-05
0.1748, 0.11, 0.003, -7.80794e-05, -0.000358202, -1.92215e-05
0.1745, 0.11, 0.003, -7.80794e-05, -0.000358202, -1.92215e-05
0.17465, 0.11, 0.003, -7.80794e-05, -0.000358202, -1.92215e-05
0.1745, 0.11, 0.003, -7.64752e-05, -0.000359889, -1.93129e-05
0.1742, 0.11, 0.003, -7.64752e-05, -0.000359889, -1.93129e-05
0.17435, 0.11, 0.003, -7.64752e-05, -0.000359889, -1.93129e-05
0.1742, 0.11, 0.003, -7.48611e-05, -0.000361577, -1.94063e-05
0.1739, 0.11, 0.003, -7.48611e-05, -0.000361577, -1.94063e-05
0.17405, 0.11, 0.003, -7.48611e-05, -0.000361577, -1.94063e-05
0.1739, 0.11, 0.003, -7.32372e-05, -0.000363267, -1.95017e-05
0.1736, 0.11, 0.003, -7.32372e-05, -0.000363267, -1.95017e-05
0.17375, 0.11, 0.003, -7.32372e-05, -0.000363267, -1.95017e-05
0.1736, 0.11, 0.003, -7.16035e-05, -0.000364959, -1.95991e-05
0.1733, 0.11, 0.003, -7.16035e-05, -0.000364959, -1.95991e-05
0.17345, 0.11, 0.003, -7.16035e-05, -0.000364959, -1.95991e-05
0.1733, 0.11, 0.003, -6.996e-05, -0.000366652, -1.96985e-05
0.173, 0.11, 0.003, -6.996e-05, -0.000366652, -1.96985e-05
0.17315, 0.11, 0.003, -6.996e-05, -0.000366652, -1.96985e-05
0.173, 0.11, 0.003, -6.83066e-05, -0.000368347, -1.97999e-05
0.1727, 0.11, 0.003, -6.83066e-05, -0.000368347, -1.97999e-05
0.17285, 0.11, 0.003, -6.83066e-05, -0.000368347, -1.97999e-05
0.1727, 0.11, 0.003, -6.66435e-05, -0.000370044, -1.99034e-05
0.1724, 0.11, 0.003, -6.66435e-05, -0.000370044, -1.99034e-05
0.17255, 0.11, 0.003, -6.66435e-05, -0.000370044, -1.99034e-05
0.1724, 0.11, 0.003, -6.49705e-05, -0.000371742, -2.00088e-05
0.1721, 0.11, 0.003, -6.49705e-05, -0.000371742, -2.00088e-05
0.17225, 0.11, 0.003, -6.49705e-05, -0.000371742, -2.00088e-05
0.1721, 0.11, 0.003, -6.32876e-05, -0.000373442, -2.01162e-05
0.1718, 0.11, 0.003, -6.32876e-05, -0.000373442, -2.01162e-05
0.17195, 0.11, 0.003, -6.32876e-05, -0.000373442, -2.01162e-05
0.1718, 0.11, 0.003, -6.1595e-05, -0.000375144, -2.02256e-05
0.1715, 0.11, 0.003, -6.1595e-05, -0.000375144, -2.02256e-05
0.17165, 0.11, 0.003, -6.1595e-05, -0.000375144, -2.02256e-05
0.1715, 0.11, 0.003, -5.98925e-05, -0.000376847, -2.0337e-05
0.1712, 0.11, 0.003, -5.98925e-05, -0.000376847, -2.0337e-05
0.17135, 0.11, 0.003, -5.98925e-05, -0.000376847, -2.0337e-05
0.1712, 0.11, 0.003, -5.81802e-05, -0.000378552, -2.04504e-05
0.1709, 0.11, 0.003, -5.81802e-05, -0.000378552, -2.04504e-05
0.17105, 0.11, 0.003, -5.81802e-05, -0.000378552, -2.04504e-05
0.1709, 0.11, 0.003, -5.64581e-05, -0.000380259, -2.05658e-05
0.1706, 0.11, 0.003, -5.64581e-05, -0.000380259, -2.05658e-05
0.17075, 0.11, 0.003, -5.64581e-05, -0.000380259, -2.05658e-05
0.1706, 0.11, 0.003, -5.47262e-05, -0.000381967, -2.06832e-05
0.1703, 0.11, 0.003, -5.47262e-05, -0.000381967, -2.06832e-05
0.17045, 0.11, 0.003, -5.47262e-05, -0.000381967, -2.06832e-05
0.1703, 0.11, 0.003, -5.29844e-05, -0.000383677, -2.08026e-05
0.17, 0.11, 0.003, -5.29844e-05, -0.000383677, -2.08026e-05
0.17015, 0.11, 0.003, -5.29844e-05, -0.000383677, -2.08026e-05
0.17, 0.11, 0.003, -5.12329e-05, -0.000385388, -2.0924e-05
0.1697, 0.11, 0.003, -5.12329e-05, -0.000385388, -2.0924e-05
0.16985, 0.11, 0.003, -5.12329e-05, -0.000385388, -2.0924e-05
0.1697, 0.11, 0.003, -4.94715e-05, -0.000387101, -2.10475e-05
0.1694, 0.11, 0.003, -4.94715e-05, -0.000387101, -2.10475e-05
0.16955, 0.11, 0.003, -4.94715e-05, -0.000387101, -2.10475e-05
0.1694, 0.11, 0.003, -4.77002e-05, -0.000388816, -2.11729e-05
0.1691, 0.11, 0.003, -4.77002e-05, -0.000388816, -2.11729e-05
0.16925, 0.11, 0.003, -4.77002e-05, -0.000388816, -2.11729e-05
0.1691, 0.11, 0.003, -4.59192e-05, -0.000390533, -2.13003e-05
0.1688, 0.11, 0.003, -4.59192e-05, -0.000390533, -2.13003e-05
0.16895, 0.11, 0.003, -4.59192e-05, -0.000390533, -2.13003e-05
0.1688, 0.11, 0.003, -4.41283e-05, -0.000392251, -2.14297e-05
0.1685, 0.11, 0.003, -4.41283e-05, -0.000392251, -2.14297e-05
0.16865, 0.11, 0.003, -4.41283e-05, -0.000392251, -2.14297e-05
0.1685, 0.11, 0.003, -4.23276e-05, -0.000393971, -2.15611e-05
0.1682, 0.11, 0.003, -4.23276e-05, -0.000393971, -2.15611e-05
0.16835, 0.11, 0.003, -4.23276e-05, -0.000393971, -2.15611e-05
0.1682, 0.11, 0.003, -4.05171e-05, -0.000395692, -2.16945e-05
0.1679, 0.11, 0.003, -4.05171e-05, -0.000395692, -2.16945e-05
0.16805, 0.11, 0.003, -4.05171e-05, -0.000395692, -2.16945e-05
0.1679, 0.11, 0.003, -3.86967e-05, -0.000397415, -2.18299e-05
0.1676, 0.11, 0.003, -3.86967e-05, -0.000397415, -2.18299e-05
0.16775, 0.11, 0.003, -3.86967e-05, -0.000397415, -2.18299e-05
0.1676, 0.11, 0.003, -3.68666e-05, -0.00039914, -2.19674e-05
0.1673, 0.11, 0.003, -3.68666e-05, -0.00039914, -2.19674e-05
0.16745, 0.11, 0.003, -3.68666e-05, -0.00039914, -2.19674e-05
0.1673, 0.11, 0.003, -3.50266e-05, -0.000400867, -2.21068e-05
0.167, 0.11, 0.003, -3.50266e-05, -0.000400867, -2.21068e-05
0.16715, 0.11, 0.003, -3.50266e-05, -0.000400867, -2.21068e-05
0.167, 0.11, 0.003, -3.31768e-05, -0.000402595, -2.22482e-05
0.1667, 0.11, 0.003, -3.31768e-05, -0.000402595, -2.22482e-05
0.16685, 0.11, 0.003, -3.31768e-05, -0.000402595, -2.22482e-05
0.1667, 0.11, 0.003, -3.13171e-05, -0.000404324, -2.23916e-05
0.1664, 0.11, 0.003, -3.13171e-05, -0.000404324, -2.23916e-05
0.16655, 0.11, 0.003, -3.13171e-05, -0.000404324, -2.23916e-05
0.1664, 0.11, 0.003, -2.94477e-05, -0.000406056, -2.2537e-05
0.1661, 0.11, 0.003, -2.94477e-05, -0.000406056, -2.2537e-05
0.16625, 0.11, 0.003, -2.94477e-05, -0.000406056, -2.2537e-05
0.1661, 0.11, 0.003, -2.75684e-05, -0.000407789, -2.26845e-05
0.1658, 0.11, 0.003, -2.75684e-05, -0.000407789, -2.26845e-05
0.16595, 0.11, 0.003, -2.75684e-05, -0.000407789, -2.26845e-05
0.1658, 0.11, 0.003, -2.56793e-05, -0.000409524, -2.28339e-05
0.1655, 0.11, 0.003, -2.56793e-05, -0.000409524, -2.28339e-05
0.16565, 0.11, 0.003, -2.56793e-05, -0.000409524, -2.28339e-05
0.1655, 0.11, 0.003, -2.37803e-05, -0.00041126, -2.29853e-05
0.1652, 0.11, 0.003, -2.37803e-05, -0.00041126, -2.29853e-05
0.16535, 0.11, 0.003, -2.37803e-05, -0.00041126, -2.29853e-05
0.1652, 0.11, 0.003, -2.18716e-05, -0.000412998, -2.31387e-05
0.1649, 0.11, 0.003, -2.18716e-05, -0.000412998, -2.31387e-05
0.16505, 0.11, 0.003, -2.18716e-05, -0.000412998, -2.31387e-05
0.1649, 0.11, 0.003, -1.9953e-05, -0.000414738, -2.32941e-05
0.1646, 0.11, 0.003, -1.9953e-05, -0.000414738, -2.32941e-05
0.16475, 0.11, 0.003, -1.9953e-05, -0.000414738, -2.32941e-05
0.1646, 0.11, 0.003, -1.80246e-05, -0.000416479, -2.34516e-05
0.1643, 0.11, 0.003, -1.80246e-05, -0.000416479, -2.34516e-05
0.16445, 0.11, 0.003, -1.80246e-05, -0.000416479, -2.34516e-05
0.1643, 0.11, 0.003, -1.60864e-05, -0.000418222, -2.3611e-05
0.164, 0.11, 0.003, -1.60864e-05, -0.000418222, -2.3611e-05
0.16415, 0.11, 0.003, -1.60864e-05, -0.000418222, -2.3611e-05
0.164, 0.11, 0.003, -1.41383e-05, -0.000419967, -2.37724e-05
0.1637, 0.11, 0.003, -1.41383e-05, -0.000419967, -2.37724e-05
0.16385, 0.11, 0.003, -1.41383e-05, -0.000419967, -2.37724e-05
0.1637, 0.11, 0.003, -1.21805e-05, -0.000421713, -2.39358e-05
0.1634, 0.11, 0.003, -1.21805e-05, -0.000421713, -2.39358e-05
0.16355, 0.11, 0.003, -1.21805e-05, -0.000421713, -2.39358e-05
0.1634, 0.11, 0.003, -1.02128e-05, -0.000423461, -2.41013e-05
0.1631, 0.11, 0.003, -1.02128e-05, -0.000423461, -2.41013e-05
0.16325, 0.11, 0.003, -1.02128e-05, -0.000423461, -2.41013e-05
0.1631, 0.11, 0.003, -8.23527e-06, -0.00042521, -2.42687e-05
0.1628, 0.11, 0.003, -8.23527e-06, -0.00042521, -2.42687e-05
0.16295, 0.11, 0.003, -8.23527e-06, -0.00042521, -2.42687e-05
0.1628, 0.11, 0.003, -6.24794e-06, -0.000426962, -2.44381e-05
0.1625, 0.11, 0.003, -6.24794e-06, -0.000426962, -2.44381e-05
0.16265, 0.11, 0.003, -6.24794e-06, -0.000426962, -2.44381e-05
0.1625, 0.11, 0.003, -4.25078e-06, -0.000428715, -2.46096e-05
0.1622, 0.11, 0.003, -4.25078e-06, -0.000428715, -2.46096e-05
0.16235, 0.11, 0.003, -4.25078e-06, -0.000428715, -2.46096e-05
0.1622, 0.11, 0.003, -2.24379e-06, -0.000430469, -2.4783e-05
0.1619, 0.11, 0.003, -2.24379e-06, -0.000430469, -2.4783e-05
0.16205, 0.11, 0.003, -2.24379e-06, -0.000430469, -2.4783e-05
0.1619, 0.11, 0.003, -2.26986e-07, -0.000432225, -2.49584e-05
0.1616, 0.11, 0.003, -2.26986e-07, -0.000432225, -2.49584e-05
0.16175, 0.11, 0.003, -2.26986e-07, -0.000432225, -2.49584e-05
0.1616, 0.11, 0.003, 1.79964e-06, -0.000433983, -2.51359e-05
0.1613, 0.11, 0.003, 1.79964e-06, -0.000433983, -2.51359e-05
0.16145, 0.11, 0.003, 1.79964e-06, -0.000433983, -2.51359e-05
0.1613, 0.11, 0.003, 3.8361e-06, -0.000435743, -2.53153e-05
0.161, 0.11, 0.003, 3.8361e-06, -0.000435743, -2.53153e-05
0.16115, 0.11, 0.003, 3.8361e-06, -0.000435743, -2.53153e-05
0.161, 0.11, 0.003, 5.98265e-06, -0.000438523, -2.5695e-05
0.1607, 0.11, 0.003, 5.98265e-06, -0.000438523, -2.5695e-05
0.16085, 0.11, 0.003, 5.98265e-06, -0.000438523, -2.5695e-05
0.1607, 0.11, 0.003, 8.1737e-06, -0.000441685, -2.61544e-05
0.1604, 0.11, 0.003, 8.1737e-06, -0.000441685, -2.61544e-05
0.16055, 0.11, 0.003, 8.1737e-06, -0.000441685, -2.61544e-05
0.1604, 0.11, 0.003, 1.03652e-05, -0.000444788, -2.66081e-05
0.1601, 0.11, 0.003, 1.03652e-05, -0.000444788, -2.66081e-05
0.16025, 0.11, 0.003, 1.03652e-05, -0.000444788, -2.66081e-05
0.1601, 0.11, 0.003, 1.25572e-05, -0.000447831, -2.7056e-05
0.1598, 0.11, 0.003, 1.25572e-05, -0.000447831, -2.7056e-05
0.15995, 0.11, 0.003, 1.25572e-05, -0.000447831, -2.7056e-05
0.1598, 0.11, 0.003, 1.47497e-05, -0.000450815, -2.74983e-05
0.1595, 0.11, 0.003, 1.47497e-05, -0.000450815, -2.74983e-05
0.15965, 0.11, 0.003, 1.47497e-05, -0.000450815, -2.74983e-05
0.1595, 0.11, 0.003, 1.69426e-05, -0.000453738, -2.79348e-05
0.1592, 0.11, 0.003, 1.69426e-05, -0.000453738, -2.79348e-05
0.15935, 0.11, 0.003, 1.69426e-05, -0.000453738, -2.79348e-05
0.1592, 0.11, 0.003, 1.9136e-05, -0.000456602, -2.83657e-05
0.1589, 0.11, 0.003, 1.9136e-05, -0.000456602, -2.83657e-05
0.15905, 0.11, 0.003, 1.9136e-05, -0.000456602, -2.83657e-05
0.1589, 0.11, 0.003, 2.13299e-05, -0.000459406, -2.87908e-05
0.1586, 0.11, 0.003, 2.13299e-05, -0.000459406, -2.87908e-05
0.15875, 0.11, 0.003, 2.13299e-05, -0.000459406, -2.87908e-05
0.1586, 0.11, 0.003, 2.35243e-05, -0.00046215, -2.92102e-05
0.1583, 0.11, 0.003, 2.35243e-05, -0.00046215, -2.92102e-05
0.15845, 0.11, 0.003, 2.35243e-05, -0.00046215, -2.92102e-05
0.1583, 0.11, 0.003, 2.57191e-05, -0.000464835, -2.96238e-05
0.158, 0.11, 0.003, 2.57191e-05, -0.000464835, -2.96238e-05
0.15815, 0.11, 0.003, 2.57191e-05, -0.000464835, -2.96238e-05
0.158, 0.11, 0.003, 2.79145e-05, -0.000467459, -3.00318e-05
0.1577, 0.11, 0.003, 2.79145e-05, -0.000467459, -3.00318e-05
0.15785, 0.11, 0.003, 2.79145e-05, -0.000467459, -3.00318e-05
0.1577, 0.11, 0.003, 3.01102e-05, -0.000470024, -3.0434e-05
0.1574, 0.11, 0.003, 3.01102e-05, -0.000470024, -3.0434e-05
0.15755, 0.11, 0.003, 3.01102e-05, -0.000470024, -3.0434e-05
0.1574, 0.11, 0.003, 3.23065e-05, -0.000472529, -3.08306e-05
0.1571, 0.11, 0.003, 3.23065e-05, -0.000472529, -3.08306e-05
0.15725, 0.11, 0.003, 3.23065e-05, -0.000472529, -3.08306e-05
0.1571, 0.11, 0.003, 3.45032e-05, -0.000474975, -3.12214e-05
0.1568, 0.11, 0.003, 3.45032e-05, -0.000474975, -3.12214e-05
0.15695, 0.11, 0.003, 3.45032e-05, -0.000474975, -3.12214e-05
0.1568, 0.11, 0.003, 3.67004e-05, -0.00047736, -3.16065e-05
0.1565, 0.11, 0.003, 3.67004e-05, -0.00047736, -3.16065e-05
0.15665, 0.11, 0.003, 3.67004e-05, -0.00047736, -3.16065e-05
0.1565, 0.11, 0.003, 3.88981e-05, -0.000479686, -3.19859e-05
0.1562, 0.11, 0.003, 3.88981e-05, -0.000479686, -3.19859e-05
0.15635, 0.11, 0.003, 3.88981e-05, -0.000479686, -3.19859e-05
0.1562, 0.11, 0.003, 4.10963e-05, -0.000481952, -3.23595e-05
0.1559, 0.11, 0.003, 4.10963e-05, -0.000481952, -3.23595e-05
0.15605, 0.11, 0.003, 4.10963e-05, -0.000481952, -3.23595e-05
0.1559, 0.11, 0.003, 4.32949e-05, -0.000484158, -3.27275e-05
0.1556, 0.11, 0.003, 4.32949e-05, -0.000484158, -3.27275e-05
0.15575, 0.11, 0.003, 4.32949e-05, -0.000484158, -3.27275e-05
0.1556, 0.11, 0.003, 4.5494e-05, -0.000486305, -3.30897e-05
0.1553, 0.11, 0.003, 4.5494e-05, -0.000486305, -3.30897e-05
0.15545, 0.11, 0.003, 4.5494e-05, -0.000486305, -3.30897e-05
0.1553, 0.11, 0.003, 4.76936e-05, -0.000488391, -3.34462e-05
0.155, 0.11, 0.003, 4.76936e-05, -0.000488391, -3.34462e-05
0.15515, 0.11, 0.003, 4.76936e-05, -0.000488391, -3.34462e-05
0.155, 0.11, 0.003, 4.98936e-05, -0.000490418, -3.3797e-05
0.1547, 0.11, 0.003, 4.98936e-05, -0.000490418, -3.3797e-05
0.15485, 0.11, 0.003, 4.98936e-05, -0.000490418, -3.3797e-05
0.1547, 0.11, 0.003, 5.20942e-05, -0.000492386, -3.41421e-05
0.1544, 0.11, 0.003, 5.20942e-05, -0.000492386, -3.41421e-05
0.15455, 0.11, 0.003, 5.20942e-05, -0.000492386, -3.41421e-05
0.1544, 0.11, 0.003, 5.42952e-05, -0.000494293, -3.44815e-05
0.1541, 0.11, 0.003, 5.42952e-05, -0.000494293, -3.44815e-05
0.15425, 0.11, 0.003, 5.42952e-05, -0.000494293, -3.44815e-05
0.1541, 0.11, 0.003, 5.64966e-05, -0.000496141, -3.48151e-05
0.1538, 0.11, 0.003, 5.64966e-05, -0.000496141, -3.48151e-05
0.15395, 0.11, 0.003, 5.64966e-05, -0.000496141, -3.48151e-05
0.1538, 0.11, 0.003, 5.86986e-05, -0.000497929, -3.51431e-05
0.1535, 0.11, 0.003, 5.86986e-05, -0.000497929, -3.51431e-05
0.15365, 0.11, 0.003, 5.86986e-05, -0.000497929, -3.51431e-05
0.1535, 0.11, 0.003, 6.0901e-05, -0.000499657, -3.54653e-05
0.1532, 0.11, 0.003, 6.0901e-05, -0.000499657, -3.54653e-05
0.15335, 0.11, 0.003, 6.0901e-05, -0.000499657, -3.54653e-05
0.1532, 0.11, 0.003, 6.31039e-05, -0.000501325, -3.57818e-05
0.1529, 0.11, 0.003, 6.31039e-05, -0.000501325, -3.57818e-05
0.15305, 0.11, 0.003, 6.31039e-05, -0.000501325, -3.57818e-05
0.1529, 0.11, 0.003, 6.53072e-05, -0.000502933, -3.60926e-05
0.1526, 0.11, 0.003, 6.53072e-05, -0.000502933, -3.60926e-05
0.15275, 0.11, 0.003, 6.53072e-05, -0.000502933, -3.60926e-05
0.1526, 0.11, 0.003, 6.75111e-05, -0.000504482, -3.63977e-05
0.1523, 0.11, 0.003, 6.75111e-05, -0.000504482, -3.63977e-05
0.15245, 0.11, 0.003, 6.75111e-05, -0.000504482, -3.63977e-05
0.1523, 0.11, 0.003, 6.97154e-05, -0.000505971, -3.66971e-05
0.152, 0.11, 0.003, 6.97154e-05, -0.000505971, -3.66971e-05
0.15215, 0.11, 0.003, 6.97154e-05, -0.000505971, -3.66971e-05
0.152, 0.11, 0.003, 7.19202e-05, -0.000507401, -3.69907e-05
0.1517, 0.11, 0.003, 7.19202e-05, -0.000507401, -3.69907e-05
0.15185, 0.11, 0.003, 7.19202e-05, -0.000507401, -3.69907e-05
0.1517, 0.11, 0.003, 7.41254e-05, -0.00050877, -3.72786e-05
0.1514, 0.11, 0.003, 7.41254e-05, -0.00050877, -3.72786e-05
0.15155, 0.11, 0.003, 7.41254e-05, -0.00050877, -3.72786e-05
0.1514, 0.11, 0.003, 7.63312e-05, -0.00051008, -3.75608e-05
0.1511, 0.11, 0.003, 7.63312e-05, -0.00051008, -3.75608e-05
0.15125, 0.11, 0.003, 7.63312e-05, -0.00051008, -3.75608e-05
0.1511, 0.11, 0.003, 7.85374e-05, -0.00051133, -3.78373e-05
0.1508, 0.11, 0.003, 7.85374e-05, -0.00051133, -3.78373e-05
0.15095, 0.11, 0.003, 7.85374e-05, -0.00051133, -3.78373e-05
0.1508, 0.11, 0.003, 8.07441e-05, -0.00051252, -3.81081e-05
0.1505, 0.11, 0.003, 8.07441e-05, -0.00051252, -3.81081e-05
0.15065, 0.11, 0.003, 8.07441e-05, -0.00051252, -3.81081e-05
0.1505, 0.11, 0.003, 8.29512e-05, -0.00051365, -3.83732e-05
0.1502, 0.11, 0.003, 8.29512e-05, -0.00051365, -3.83732e-05
0.15035, 0.11, 0.003, 8.29512e-05, -0.00051365, -3.83732e-05
0.1502, 0.11, 0.003, 8.51588e-05, -0.000514721, -3.86326e-05
0.1499, 0.11, 0.003, 8.51588e-05, -0.000514721, -3.86326e-05
0.15005, 0.11, 0.003, 8.51588e-05, -0.000514721, -3.86326e-05
0.1499, 0.11, 0.003, 8.73669e-05, -0.000515732, -3.88862e-05
0.1496, 0.11, 0.003, 8.73669e-05, -0.000515732, -3.88862e-05
0.14975, 0.11, 0.003, 8.73669e-05, -0.000515732, -3.88862e-05
0.1496, 0.11, 0.003, 8.95755e-05, -0.000516683, -3.91341e-05
0.1493, 0.11, 0.003, 8.95755e-05, -0.000516683, -3.91341e-05
0.14945, 0.11, 0.003, 8.95755e-05, -0.000516683, -3.91341e-05
0.1493, 0.11, 0.003, 9.17846e-05, -0.000517574, -3.93763e-05
0.149, 0.11, 0.003, 9.17846e-05, -0.000517574, -3.93763e-05
0.14915, 0.11, 0.003, 9.17846e-05, -0.000517574, -3.93763e-05
0.149, 0.11, 0.003, 9.39941e-05, -0.000518406, -3.96128e-05
0.1487, 0.11, 0.003, 9.39941e-05, -0.000518406, -3.96128e-05
0.14885, 0.11, 0.003, 9.39941e-05, -0.000518406, -3.96128e-05
0.1487, 0.11, 0.003, 9.62041e-05, -0.000519177, -3.98436e-05
0.1484, 0.11, 0.003, 9.62041e-05, -0.000519177, -3.98436e-05
0.14855, 0.11, 0.003, 9.62041e-05, -0.000519177, -3.98436e-05
0.1484, 0.11, 0.003, 9.84146e-05, -0.000519889, -4.00686e-05
0.1481, 0.11, 0.003, 9.84146e-05, -0.000519889, -4.00686e-05
0.14825, 0.11, 0.003, 9.84146e-05, -0.000519889, -4.00686e-05
0.1481, 0.11, 0.003, 0.000100626, -0.000520542, -4.0288e-05
0.1478, 0.11, 0.003, 0.000100626, -0.000520542, -4.0288e-05
0.14795, 0.11, 0.003, 0.000100626, -0.000520542, -4.0288e-05
0.1478, 0.11, 0.003, 0.000102837, -0.000521134, -4.05016e-05
0.1475, 0.11, 0.003, 0.000102837, -0.000521134, -4.05016e-05
0.14765, 0.11, 0.003, 0.000102837, -0.000521134, -4.05016e-05
0.1475, 0.11, 0.003, 0.000105049, -0.000521667, -4.07095e-05
0.1472, 0.11, 0.003, 0.000105049, -0.000521667, -4.07095e-05
0.14735, 0.11, 0.003, 0.000105049, -0.000521667, -4.07095e-05
0.1472, 0.11, 0.003, 0.000107261, -0.00052214, -4.09117e-05
0.1469, 0.11, 0.003, 0.000107261, -0.00052214, -4.09117e-05
0.14705, 0.11, 0.003, 0.000107261, -0.00052214, -4.09117e-05
0.1469, 0.11, 0.003, 0.000109474, -0.000522553, -4.11082e-05
0.1466, 0.11, 0.003, 0.000109474, -0.000522553, -4.11082e-05
0.14675, 0.11, 0.003, 0.000109474, -0.000522553, -4.11082e-05
0.1466, 0.11, 0.003, 0.000111687, -0.000522906, -4.12989e-05
0.1463, 0.11, 0.003, 0.000111687, -0.000522906, -4.12989e-05
0.14645, 0.11, 0.003, 0.000111687, -0.000522906, -4.12989e-05
0.1463, 0.11, 0.003, 0.000113901, -0.0005232, -4.1484e-05
0.146, 0.11, 0.003, 0.000113901, -0.0005232, -4.1484e-05
0.14615, 0.11, 0.003, 0.000113901, -0.0005232, -4.1484e-05
0.146, 0.11, 0.003, 0.000116115, -0.000523433, -4.16633e-05
0.1457, 0.11, 0.003, 0.000116115, -0.000523433, -4.16633e-05
0.14585, 0.11, 0.003, 0.000116115, -0.000523433, -4.16633e-05
0.1457, 0.11, 0.003, 0.00011833, -0.000523608, -4.18369e-05
0.1454, 0.11, 0.003, 0.00011833, -0.000523608, -4.18369e-05
0.14555, 0.11, 0.003, 0.00011833, -0.000523608, -4.18369e-05
0.1454, 0.11, 0.003, 0.000120545, -0.000523722, -4.20048e-05
0.1451, 0.11, 0.003, 0.000120545, -0.000523722, -4.20048e-05
0.14525, 0.11, 0.003, 0.000120545, -0.000523722, -4.20048e-05
0.1451, 0.11, 0.003, 0.000122761, -0.000523776, -4.2167e-05
0.1448, 0.11, 0.003, 0.000122761, -0.000523776, -4.2167e-05
0.14495, 0.11, 0.003, 0.000122761, -0.000523776, -4.2167e-05
0.1448, 0.11, 0.003, 0.000124977, -0.000523771, -4.23235e-05
0.1445, 0.11, 0.003, 0.000124977, -0.000523771, -4.23235e-05
0.14465, 0.11, 0.003, 0.000124977, -0.000523771, -4.23235e-05
0.1445, 0.11, 0.003, 0.000127194, -0.000523706, -4.24742e-05
0.1442, 0.11, 0.003, 0.000127194, -0.000523706, -4.24742e-05
0.14435, 0.11, 0.003, 0.000127194, -0.000523706, -4.24742e-05
0.1442, 0.11, 0.003, 0.000129411, -0.000523581, -4.26193e-05
0.1439, 0.11, 0.003, 0.000129411, -0.000523581, -4.26193e-05
0.14405, 0.11, 0.003, 0.000129411, -0.000523581, -4.26193e-05
0.1439, 0.11, 0.003, 0.000131628, -0.000523397, -4.27586e-05
0.1436, 0.11, 0.003, 0.000131628, -0.000523397, -4.27586e-05
0.14375, 0.11, 0.003, 0.000131628, -0.000523397, -4.27586e-05
0.1436, 0.11, 0.003, 0.000133847, -0.000523152, -4.28922e-05
0.1433, 0.11, 0.003, 0.000133847, -0.000523152, -4.28922e-05
0.14345, 0.11, 0.003, 0.000133847, -0.000523152, -4.28922e-05
0.1433, 0.11, 0.003, 0.000136065, -0.000522848, -4.30201e-05
0.143, 0.11, 0.003, 0.000136065, -0.000522848, -4.30201e-05
0.14315, 0.11, 0.003, 0.000136065, -0.000522848, -4.30201e-05
0.143, 0.11, 0.003, 0.000138284, -0.000522484, -4.31423e-05
0.1427, 0.11, 0.003, 0.000138284, -0.000522484, -4.31423e-05
0.14285, 0.11, 0.003, 0.000138284, -0.000522484, -4.31423e-05
0.1427, 0.11, 0.003, 0.000140504, -0.000522061, -4.32587e-05
0.1424, 0.11, 0.003, 0.000140504, -0.000522061, -4.32587e-05
