X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
0.1031, 0.11, 0.003, 0.00037795, -0.000242613, -6.84312e-06
0.1028, 0.11, 0.003, 0.00037795, -0.000242613, -6.84312e-06
0.10295, 0.11, 0.003, 0.00037795, -0.000242613, -6.84312e-06
0.1028, 0.11, 0.003, 0.000378783, -0.000240902, -6.43505e-06
0.1025, 0.11, 0.003, 0.000378783, -0.000240902, -6.43505e-06
0.10265, 0.11, 0.003, 0.000378783, -0.000240902, -6.43505e-06
0.1025, 0.11, 0.003, 0.000379601, -0.000239182, -6.03018e-06
0.1022, 0.11, 0.003, 0.000379601, -0.000239182, -6.03018e-06
0.10235, 0.11, 0.003, 0.000379601, -0.000239182, -6.03018e-06
0.1022, 0.11, 0.003, 0.000380406, -0.000237452, -5.62851e-06
0.1019, 0.11, 0.003, 0.000380406, -0.000237452, -5.62851e-06
0.10205, 0.11, 0.003, 0.000380406, -0.000237452, -5.62851e-06
0.1019, 0.11, 0.003, 0.000381197, -0.000235712, -5.23004e-06
0.1016, 0.11, 0.003, 0.000381197, -0.000235712, -5.23004e-06
0.10175, 0.11, 0.003, 0.000381197, -0.000235712, -5.23004e-06
0.1016, 0.11, 0.003, 0.000381975, -0.000233963, -4.83478e-06
0.1013, 0.11, 0.003, 0.000381975, -0.000233963, -4.83478e-06
0.10145, 0.11, 0.003, 0.000381975, -0.000233963, -4.83478e-06
0.1013, 0.11, 0.003, 0.000382738, -0.000232203, -4.44271e-06
0.101, 0.11, 0.003, 0.000382738, -0.000232203, -4.44271e-06
0.10115, 0.11, 0.003, 0.000382738, -0.000232203, -4.44271e-06
0.101, 0.11, 0.003, 0.000383488, -0.000230435, -4.05385e-06
0.1007, 0.11, 0.003, 0.000383488, -0.000230435, -4.05385e-06
0.10085, 0.11, 0.003, 0.000383488, -0.000230435, -4.05385e-06
0.1007, 0.11, 0.003, 0.000384224, -0.000228656, -3.66818e-06
0.1004, 0.11, 0.003, 0.000384224, -0.000228656, -3.66818e-06
0.10055, 0.11, 0.003, 0.000384224, -0.000228656, -3.66818e-06
0.1004, 0.11, 0.003, 0.000384946, -0.000226868, -3.28572e-06
0.1001, 0.11, 0.003, 0.000384946, -0.000226868, -3.28572e-06
0.10025, 0.11, 0.003, 0.000384946, -0.000226868, -3.28572e-06
0.1001, 0.11, 0.003, 0.000385654, -0.00022507, -2.90646e-06
0.0998, 0.11, 0.003, 0.000385654, -0.00022507, -2.90646e-06
0.09995, 0.11, 0.003, 0.000385654, -0.00022507, -2.90646e-06
0.0998, 0.11, 0.003, 0.000386348, -0.000223262, -2.5304e-06
0.0995, 0.11, 0.003, 0.000386348, -0.000223262, -2.5304e-06
0.09965, 0.11, 0.003, 0.000386348, -0.000223262, -2.5304e-06
0.0995, 0.11, 0.003, 0.000387029, -0.000221445, -2.15754e-06
0.0992, 0.11, 0.003, 0.000387029, -0.000221445, -2.15754e-06
0.09935, 0.11, 0.003, 0.000387029, -0.000221445, -2.15754e-06
0.0992, 0.11, 0.003, 0.000387696, -0.000219618, -1.78788e-06
0.0989, 0.11, 0.003, 0.000387696, -0.000219618, -1.78788e-06
0.09905, 0.11, 0.003, 0.000387696, -0.000219618, -1.78788e-06
0.0989, 0.11, 0.003, 0.000388349, -0.000217781, -1.42142e-06
0.0986, 0.11, 0.003, 0.000388349, -0.000217781, -1.42142e-06
0.09875, 0.11, 0.003, 0.000388349, -0.000217781, -1.42142e-06
0.0986, 0.11, 0.003, 0.000388988, -0.000215934, -1.05816e-06
0.0983, 0.11, 0.003, 0.000388988, -0.000215934, -1.05816e-06
0.09845, 0.11, 0.003, 0.000388988, -0.000215934, -1.05816e-06
0.0983, 0.11, 0.003, 0.000389613, -0.000214078, -6.98098e-07
0.098, 0.11, 0.003, 0.000389613, -0.000214078, -6.98098e-07
0.09815, 0.11, 0.003, 0.000389613, -0.000214078, -6.98098e-07
0.098, 0.11, 0.003, 0.000390224, -0.000212212, -3.4124e-07
0.0977, 0.11, 0.003, 0.000390224, -0.000212212, -3.4124e-07
0.09785, 0.11, 0.003, 0.000390224, -0.000212212, -3.4124e-07
0.0977, 0.11, 0.003, 0.000390822, -0.000210336, 1.24166e-08
0.0974, 0.11, 0.003, 0.000390822, -0.000210336, 1.24166e-08
0.09755, 0.11, 0.003, 0.000390822, -0.000210336, 1.24166e-08
0.0974, 0.11, 0.003, 0.000391406, -0.000208451, 3.62873e-07
0.0971, 0.11, 0.003, 0.000391406, -0.000208451, 3.62873e-07
0.09725, 0.11, 0.003, 0.000391406, -0.000208451, 3.62873e-07
0.0971, 0.11, 0.003, 0.000391976, -0.000206556, 7.10128e-07
0.0968, 0.11, 0.003, 0.000391976, -0.000206556, 7.10128e-07
0.09695, 0.11, 0.003, 0.000391976, -0.000206556, 7.10128e-07
0.0968, 0.11, 0.003, 0.000392532, -0.000204651, 1.05418e-06
0.0965, 0.11, 0.003, 0.000392532, -0.000204651, 1.05418e-06
0.09665, 0.11, 0.003, 0.000392532, -0.000204651, 1.05418e-06
0.0965, 0.11, 0.003, 0.000393074, -0.000202737, 1.39504e-06
0.0962, 0.11, 0.003, 0.000393074, -0.000202737, 1.39504e-06
0.09635, 0.11, 0.003, 0.000393074, -0.000202737, 1.39504e-06
0.0962, 0.11, 0.003, 0.000393603, -0.000200812, 1.73269e-06
0.0959, 0.11, 0.003, 0.000393603, -0.000200812, 1.73269e-06
0.09605, 0.11, 0.003, 0.000393603, -0.000200812, 1.73269e-06
0.0959, 0.11, 0.003, 0.000394117, -0.000198878, 2.06714e-06
0.0956, 0.11, 0.003, 0.000394117, -0.000198878, 2.06714e-06
0.09575, 0.11, 0.003, 0.000394117, -0.000198878, 2.06714e-06
0.0956, 0.11, 0.003, 0.000394618, -0.000196935, 2.3984e-06
0.0953, 0.11, 0.003, 0.000394618, -0.000196935, 2.3984e-06
0.09545, 0.11, 0.003, 0.000394618, -0.000196935, 2.3984e-06
0.0953, 0.11, 0.003, 0.000395105, -0.000194981, 2.72645e-06
0.095, 0.11, 0.003, 0.000395105, -0.000194981, 2.72645e-06
0.09515, 0.11, 0.003, 0.000395105, -0.000194981, 2.72645e-06
0.095, 0.11, 0.003, 0.000395578, -0.000193018, 3.0513e-06
0.0947, 0.11, 0.003, 0.000395578, -0.000193018, 3.0513e-06
0.09485, 0.11, 0.003, 0.000395578, -0.000193018, 3.0513e-06
0.0947, 0.11, 0.003, 0.000396037, -0.000191046, 3.37295e-06
0.0944, 0.11, 0.003, 0.000396037, -0.000191046, 3.37295e-06
0.09455, 0.11, 0.003, 0.000396037, -0.000191046, 3.37295e-06
0.0944, 0.11, 0.003, 0.000396483, -0.000189063, 3.6914e-06
0.0941, 0.11, 0.003, 0.000396483, -0.000189063, 3.6914e-06
0.09425, 0.11, 0.003, 0.000396483, -0.000189063, 3.6914e-06
0.0941, 0.11, 0.003, 0.000396915, -0.000187071, 4.00664e-06
0.0938, 0.11, 0.003, 0.000396915, -0.000187071, 4.00664e-06
0.09395, 0.11, 0.003, 0.000396915, -0.000187071, 4.00664e-06
0.0938, 0.11, 0.003, 0.000397332, -0.000185069, 4.31869e-06
0.0935, 0.11, 0.003, 0.000397332, -0.000185069, 4.31869e-06
0.09365, 0.11, 0.003, 0.000397332, -0.000185069, 4.31869e-06
0.0935, 0.11, 0.003, 0.000397736, -0.000183057, 4.62754e-06
0.0932, 0.11, 0.003, 0.000397736, -0.000183057, 4.62754e-06
0.09335, 0.11, 0.003, 0.000397736, -0.000183057, 4.62754e-06
0.0932, 0.11, 0.003, 0.000398127, -0.000181036, 4.93319e-06
0.0929, 0.11, 0.003, 0.000398127, -0.000181036, 4.93319e-06
0.09305, 0.11, 0.003, 0.000398127, -0.000181036, 4.93319e-06
0.0929, 0.11, 0.003, 0.000398503, -0.000179005, 5.23563e-06
0.0926, 0.11, 0.003, 0.000398503, -0.000179005, 5.23563e-06
0.09275, 0.11, 0.003, 0.000398503, -0.000179005, 5.23563e-06
0.0926, 0.11, 0.003, 0.000398866, -0.000176964, 5.53488e-06
0.0923, 0.11, 0.003, 0.000398866, -0.000176964, 5.53488e-06
0.09245, 0.11, 0.003, 0.000398866, -0.000176964, 5.53488e-06
0.0923, 0.11, 0.003, 0.000399214, -0.000174914, 5.83092e-06
0.092, 0.11, 0.003, 0.000399214, -0.000174914, 5.83092e-06
0.09215, 0.11, 0.003, 0.000399214, -0.000174914, 5.83092e-06
0.092, 0.11, 0.003, 0.000399549, -0.000172854, 6.12376e-06
0.0917, 0.11, 0.003, 0.000399549, -0.000172854, 6.12376e-06
0.09185, 0.11, 0.003, 0.000399549, -0.000172854, 6.12376e-06
0.0917, 0.11, 0.003, 0.00039987, -0.000170784, 6.41341e-06
0.0914, 0.11, 0.003, 0.00039987, -0.000170784, 6.41341e-06
0.09155, 0.11, 0.003, 0.00039987, -0.000170784, 6.41341e-06
0.0914, 0.11, 0.003, 0.000400177, -0.000168704, 6.69985e-06
0.0911, 0.11, 0.003, 0.000400177, -0.000168704, 6.69985e-06
0.09125, 0.11, 0.003, 0.000400177, -0.000168704, 6.69985e-06
0.0911, 0.11, 0.003, 0.000400471, -0.000166615, 6.98309e-06
0.0908, 0.11, 0.003, 0.000400471, -0.000166615, 6.98309e-06
0.09095, 0.11, 0.003, 0.000400471, -0.000166615, 6.98309e-06
0.0908, 0.11, 0.003, 0.00040075, -0.000164516, 7.26313e-06
0.0905, 0.11, 0.003, 0.00040075, -0.000164516, 7.26313e-06
0.09065, 0.11, 0.003, 0.00040075, -0.000164516, 7.26313e-06
0.0905, 0.11, 0.003, 0.000401016, -0.000162407, 7.53997e-06
0.0902, 0.11, 0.003, 0.000401016, -0.000162407, 7.53997e-06
0.09035, 0.11, 0.003, 0.000401016, -0.000162407, 7.53997e-06
0.0902, 0.11, 0.003, 0.000401268, -0.000160289, 7.81361e-06
0.0899, 0.11, 0.003, 0.000401268, -0.000160289, 7.81361e-06
0.09005, 0.11, 0.003, 0.000401268, -0.000160289, 7.81361e-06
0.0899, 0.11, 0.003, 0.000401506, -0.00015816, 8.08405e-06
0.0896, 0.11, 0.003, 0.000401506, -0.00015816, 8.08405e-06
0.08975, 0.11, 0.003, 0.000401506, -0.00015816, 8.08405e-06
0.0896, 0.11, 0.003, 0.00040173, -0.000156023, 8.35129e-06
0.0893, 0.11, 0.003, 0.00040173, -0.000156023, 8.35129e-06
0.08945, 0.11, 0.003, 0.00040173, -0.000156023, 8.35129e-06
0.0893, 0.11, 0.003, 0.000401941, -0.000153875, 8.61532e-06
0.089, 0.11, 0.003, 0.000401941, -0.000153875, 8.61532e-06
0.08915, 0.11, 0.003, 0.000401941, -0.000153875, 8.61532e-06
0.089, 0.11, 0.003, 0.000402137, -0.000151718, 8.87616e-06
0.0887, 0.11, 0.003, 0.000402137, -0.000151718, 8.87616e-06
0.08885, 0.11, 0.003, 0.000402137, -0.000151718, 8.87616e-06
0.0887, 0.11, 0.003, 0.00040232, -0.000149551, 9.1338e-06
0.0884, 0.11, 0.003, 0.00040232, -0.000149551, 9.1338e-06
0.08855, 0.11, 0.003, 0.00040232, -0.000149551, 9.1338e-06
0.0884, 0.11, 0.003, 0.000402489, -0.000147374, 9.38823e-06
0.0881, 0.11, 0.003, 0.000402489, -0.000147374, 9.38823e-06
0.08825, 0.11, 0.003, 0.000402489, -0.000147374, 9.38823e-06
0.0881, 0.11, 0.003, 0.000402644, -0.000145188, 9.63947e-06
0.0878, 0.11, 0.003, 0.000402644, -0.000145188, 9.63947e-06
0.08795, 0.11, 0.003, 0.000402644, -0.000145188, 9.63947e-06
0.0878, 0.11, 0.003, 0.000402786, -0.000142991, 9.8875e-06
0.0875, 0.11, 0.003, 0.000402786, -0.000142991, 9.8875e-06
0.08765, 0.11, 0.003, 0.000402786, -0.000142991, 9.8875e-06
0.0875, 0.11, 0.003, 0.000402913, -0.000140786, 1.01323e-05
0.0872, 0.11, 0.003, 0.000402913, -0.000140786, 1.01323e-05
0.08735, 0.11, 0.003, 0.000402913, -0.000140786, 1.01323e-05
0.0872, 0.11, 0.003, 0.000403027, -0.00013857, 1.0374e-05
0.0869, 0.11, 0.003, 0.000403027, -0.00013857, 1.0374e-05
0.08705, 0.11, 0.003, 0.000403027, -0.00013857, 1.0374e-05
0.0869, 0.11, 0.003, 0.000403127, -0.000136345, 1.06124e-05
0.0866, 0.11, 0.003, 0.000403127, -0.000136345, 1.06124e-05
0.08675, 0.11, 0.003, 0.000403127, -0.000136345, 1.06124e-05
0.0866, 0.11, 0.003, 0.000403213, -0.00013411, 1.08476e-05
0.0863, 0.11, 0.003, 0.000403213, -0.00013411, 1.08476e-05
0.08645, 0.11, 0.003, 0.000403213, -0.00013411, 1.08476e-05
0.0863, 0.11, 0.003, 0.000403285, -0.000131865, 1.10797e-05
0.086, 0.11, 0.003, 0.000403285, -0.000131865, 1.10797e-05
0.08615, 0.11, 0.003, 0.000403285, -0.000131865, 1.10797e-05
0.086, 0.11, 0.003, 0.000403343, -0.000129611, 1.13085e-05
0.0857, 0.11, 0.003, 0.000403343, -0.000129611, 1.13085e-05
0.08585, 0.11, 0.003, 0.000403343, -0.000129611, 1.13085e-05
0.0857, 0.11, 0.003, 0.000403388, -0.000127347, 1.15341e-05
0.0854, 0.11, 0.003, 0.000403388, -0.000127347, 1.15341e-05
0.08555, 0.11, 0.003, 0.000403388, -0.000127347, 1.15341e-05
0.0854, 0.11, 0.003, 0.000403418, -0.000125073, 1.17565e-05
0.0851, 0.11, 0.003, 0.000403418, -0.000125073, 1.17565e-05
0.08525, 0.11, 0.003, 0.000403418, -0.000125073, 1.17565e-05
0.0851, 0.11, 0.003, 0.000403435, -0.000122789, 1.19758e-05
0.0848, 0.11, 0.003, 0.000403435, -0.000122789, 1.19758e-05
0.08495, 0.11, 0.003, 0.000403435, -0.000122789, 1.19758e-05
0.0848, 0.11, 0.003, 0.000403438, -0.000120496, 1.21918e-05
0.0845, 0.11, 0.003, 0.000403438, -0.000120496, 1.21918e-05
0.08465, 0.11, 0.003, 0.000403438, -0.000120496, 1.21918e-05
0.0845, 0.11, 0.003, 0.000403428, -0.000118193, 1.24046e-05
0.0842, 0.11, 0.003, 0.000403428, -0.000118193, 1.24046e-05
0.08435, 0.11, 0.003, 0.000403428, -0.000118193, 1.24046e-05
0.0842, 0.11, 0.003, 0.000403403, -0.00011588, 1.26142e-05
0.0839, 0.11, 0.003, 0.000403403, -0.00011588, 1.26142e-05
0.08405, 0.11, 0.003, 0.000403403, -0.00011588, 1.26142e-05
0.0839, 0.11, 0.003, 0.000403364, -0.000113558, 1.28207e-05
0.0836, 0.11, 0.003, 0.000403364, -0.000113558, 1.28207e-05
0.08375, 0.11, 0.003, 0.000403364, -0.000113558, 1.28207e-05
0.0836, 0.11, 0.003, 0.000403312, -0.000111226, 1.30239e-05
0.0833, 0.11, 0.003, 0.000403312, -0.000111226, 1.30239e-05
0.08345, 0.11, 0.003, 0.000403312, -0.000111226, 1.30239e-05
0.0833, 0.11, 0.003, 0.000403246, -0.000108884, 1.32239e-05
0.083, 0.11, 0.003, 0.000403246, -0.000108884, 1.32239e-05
0.08315, 0.11, 0.003, 0.000403246, -0.000108884, 1.32239e-05
0.083, 0.11, 0.003, 0.000403166, -0.000106532, 1.34207e-05
0.0827, 0.11, 0.003, 0.000403166, -0.000106532, 1.34207e-05
0.08285, 0.11, 0.003, 0.000403166, -0.000106532, 1.34207e-05
0.0827, 0.11, 0.003, 0.000403072, -0.000104171, 1.36144e-05
0.0824, 0.11, 0.003, 0.000403072, -0.000104171, 1.36144e-05
0.08255, 0.11, 0.003, 0.000403072, -0.000104171, 1.36144e-05
0.0824, 0.11, 0.003, 0.000402965, -0.0001018, 1.38048e-05
0.0821, 0.11, 0.003, 0.000402965, -0.0001018, 1.38048e-05
0.08225, 0.11, 0.003, 0.000402965, -0.0001018, 1.38048e-05
0.0821, 0.11, 0.003, 0.000402843, -9.94197e-05, 1.3992e-05
0.0818, 0.11, 0.003, 0.000402843, -9.94197e-05, 1.3992e-05
0.08195, 0.11, 0.003, 0.000402843, -9.94197e-05, 1.3992e-05
0.0818, 0.11, 0.003, 0.000402708, -9.70293e-05, 1.4176e-05
0.0815, 0.11, 0.003, 0.000402708, -9.70293e-05, 1.4176e-05
0.08165, 0.11, 0.003, 0.000402708, -9.70293e-05, 1.4176e-05
0.0815, 0.11, 0.003, 0.000402559, -9.46292e-05, 1.43568e-05
0.0812, 0.11, 0.003, 0.000402559, -9.46292e-05, 1.43568e-05
0.08135, 0.11, 0.003, 0.000402559, -9.46292e-05, 1.43568e-05
0.0812, 0.11, 0.003, 0.000402311, -9.22424e-05, 1.44444e-05
0.0809, 0.11, 0.003, 0.000402311, -9.22424e-05, 1.44444e-05
0.08105, 0.11, 0.003, 0.000402311, -9.22424e-05, 1.44444e-05
0.0809, 0.11, 0.003, 0.00040196, -8.98735e-05, 1.44258e-05
0.0806, 0.11, 0.003, 0.00040196, -8.98735e-05, 1.44258e-05
0.08075, 0.11, 0.003, 0.00040196, -8.98735e-05, 1.44258e-05
0.0806, 0.11, 0.003, 0.00040161, -8.74958e-05, 1.44081e-05
0.0803, 0.11, 0.003, 0.00040161, -8.74958e-05, 1.44081e-05
0.08045, 0.11, 0.003, 0.00040161, -8.74958e-05, 1.44081e-05
0.0803, 0.11, 0.003, 0.000401261, -8.51093e-05, 1.43912e-05
0.08, 0.11, 0.003, 0.000401261, -8.51093e-05, 1.43912e-05
0.08015, 0.11, 0.003, 0.000401261, -8.51093e-05, 1.43912e-05
0.08, 0.11, 0.003, 0.000400913, -8.27141e-05, 1.43752e-05
0.0797, 0.11, 0.003, 0.000400913, -8.27141e-05, 1.43752e-05
0.07985, 0.11, 0.003, 0.000400913, -8.27141e-05, 1.43752e-05
0.0797, 0.11, 0.003, 0.000400567, -8.03101e-05, 1.43599e-05
0.0794, 0.11, 0.003, 0.000400567, -8.03101e-05, 1.43599e-05
0.07955, 0.11, 0.003, 0.000400567, -8.03101e-05, 1.43599e-05
0.0794, 0.11, 0.003, 0.000400221, -7.78974e-05, 1.43455e-05
0.0791, 0.11, 0.003, 0.000400221, -7.78974e-05, 1.43455e-05
0.07925, 0.11, 0.003, 0.000400221, -7.78974e-05, 1.43455e-05
0.0791, 0.11, 0.003, 0.000399876, -7.54758e-05, 1.43319e-05
0.0788, 0.11, 0.003, 0.000399876, -7.54758e-05, 1.43319e-05
0.07895, 0.11, 0.003, 0.000399876, -7.54758e-05, 1.43319e-05
0.0788, 0.11, 0.003, 0.000399532, -7.30456e-05, 1.43191e-05
0.0785, 0.11, 0.003, 0.000399532, -7.30456e-05, 1.43191e-05
0.07865, 0.11, 0.003, 0.000399532, -7.30456e-05, 1.43191e-05
0.0785, 0.11, 0.003, 0.00039919, -7.06065e-05, 1.43072e-05
0.0782, 0.11, 0.003, 0.00039919, -7.06065e-05, 1.43072e-05
0.07835, 0.11, 0.003, 0.00039919, -7.06065e-05, 1.43072e-05
0.0782, 0.11, 0.003, 0.000398848, -6.81587e-05, 1.4296e-05
0.0779, 0.11, 0.003, 0.000398848, -6.81587e-05, 1.4296e-05
0.07805, 0.11, 0.003, 0.000398848, -6.81587e-05, 1.4296e-05
0.0779, 0.11, 0.003, 0.000398508, -6.57021e-05, 1.42857e-05
0.0776, 0.11, 0.003, 0.000398508, -6.57021e-05, 1.42857e-05
0.07775, 0.11, 0.003, 0.000398508, -6.57021e-05, 1.42857e-05
0.0776, 0.11, 0.003, 0.000398168, -6.32367e-05, 1.42762e-05
0.0773, 0.11, 0.003, 0.000398168, -6.32367e-05, 1.42762e-05
0.07745, 0.11, 0.003, 0.000398168, -6.32367e-05, 1.42762e-05
0.0773, 0.11, 0.003, 0.00039783, -6.07626e-05, 1.42676e-05
0.077, 0.11, 0.003, 0.00039783, -6.07626e-05, 1.42676e-05
0.07715, 0.11, 0.003, 0.00039783, -6.07626e-05, 1.42676e-05
0.077, 0.11, 0.003, 0.000397492, -5.82797e-05, 1.42597e-05
0.0767, 0.11, 0.003, 0.000397492, -5.82797e-05, 1.42597e-05
0.07685, 0.11, 0.003, 0.000397492, -5.82797e-05, 1.42597e-05
0.0767, 0.11, 0.003, 0.000397156, -5.5788e-05, 1.42527e-05
0.0764, 0.11, 0.003, 0.000397156, -5.5788e-05, 1.42527e-05
0.07655, 0.11, 0.003, 0.000397156, -5.5788e-05, 1.42527e-05
0.0764, 0.11, 0.003, 0.000396821, -5.32876e-05, 1.42465e-05
0.0761, 0.11, 0.003, 0.000396821, -5.32876e-05, 1.42465e-05
0.07625, 0.11, 0.003, 0.000396821, -5.32876e-05, 1.42465e-05
0.0761, 0.11, 0.003, 0.000396486, -5.07784e-05, 1.42411e-05
0.0758, 0.11, 0.003, 0.000396486, -5.07784e-05, 1.42411e-05
0.07595, 0.11, 0.003, 0.000396486, -5.07784e-05, 1.42411e-05
0.0758, 0.11, 0.003, 0.000396153, -4.82604e-05, 1.42365e-05
0.0755, 0.11, 0.003, 0.000396153, -4.82604e-05, 1.42365e-05
0.07565, 0.11, 0.003, 0.000396153, -4.82604e-05, 1.42365e-05
0.0755, 0.11, 0.003, 0.000395821, -4.57337e-05, 1.42328e-05
0.0752, 0.11, 0.003, 0.000395821, -4.57337e-05, 1.42328e-05
0.07535, 0.11, 0.003, 0.000395821, -4.57337e-05, 1.42328e-05
0.0752, 0.11, 0.003, 0.00039549, -4.31982e-05, 1.42299e-05
0.0749, 0.11, 0.003, 0.00039549, -4.31982e-05, 1.42299e-05
0.07505, 0.11, 0.003, 0.00039549, -4.31982e-05, 1.42299e-05
0.0749, 0.11, 0.003, 0.00039516, -4.06539e-05, 1.42278e-05
0.0746, 0.11, 0.003, 0.00039516, -4.06539e-05, 1.42278e-05
0.07475, 0.11, 0.003, 0.00039516, -4.06539e-05, 1.42278e-05
0.0746, 0.11, 0.003, 0.000394831, -3.81009e-05, 1.42265e-05
0.0743, 0.11, 0.003, 0.000394831, -3.81009e-05, 1.42265e-05
0.07445, 0.11, 0.003, 0.000394831, -3.81009e-05, 1.42265e-05
0.0743, 0.11, 0.003, 0.000394503, -3.5539e-05, 1.4226e-05
0.074, 0.11, 0.003, 0.000394503, -3.5539e-05, 1.4226e-05
0.07415, 0.11, 0.003, 0.000394503, -3.5539e-05, 1.4226e-05
0.074, 0.11, 0.003, 0.000394176, -3.29685e-05, 1.42264e-05
0.0737, 0.11, 0.003, 0.000394176, -3.29685e-05, 1.42264e-05
0.07385, 0.11, 0.003, 0.000394176, -3.29685e-05, 1.42264e-05
0.0737, 0.11, 0.003, 0.00039385, -3.03891e-05, 1.42276e-05
0.0734, 0.11, 0.003, 0.00039385, -3.03891e-05, 1.42276e-05
0.07355, 0.11, 0.003, 0.00039385, -3.03891e-05, 1.42276e-05
0.0734, 0.11, 0.003, 0.000393525, -2.7801e-05, 1.42296e-05
0.0731, 0.11, 0.003, 0.000393525, -2.7801e-05, 1.42296e-05
0.07325, 0.11, 0.003, 0.000393525, -2.7801e-05, 1.42296e-05
0.0731, 0.11, 0.003, 0.000393201, -2.52041e-05, 1.42324e-05
0.0728, 0.11, 0.003, 0.000393201, -2.52041e-05, 1.42324e-05
0.07295, 0.11, 0.003, 0.000393201, -2.52041e-05, 1.42324e-05
0.0728, 0.11, 0.003, 0.000392879, -2.25985e-05, 1.4236e-05
0.0725, 0.11, 0.003, 0.000392879, -2.25985e-05, 1.4236e-05
0.07265, 0.11, 0.003, 0.000392879, -2.25985e-05, 1.4236e-05
0.0725, 0.11, 0.003, 0.000392557, -1.99841e-05, 1.42405e-05
0.0722, 0.11, 0.003, 0.000392557, -1.99841e-05, 1.42405e-05
0.07235, 0.11, 0.003, 0.000392557, -1.99841e-05, 1.42405e-05
0.0722, 0.11, 0.003, 0.000392236, -1.73609e-05, 1.42458e-05
0.0719, 0.11, 0.003, 0.000392236, -1.73609e-05, 1.42458e-05
0.07205, 0.11, 0.003, 0.000392236, -1.73609e-05, 1.42458e-05
0.0719, 0.11, 0.003, 0.000391917, -1.47289e-05, 1.42519e-05
0.0716, 0.11, 0.003, 0.000391917, -1.47289e-05, 1.42519e-05
0.07175, 0.11, 0.003, 0.000391917, -1.47289e-05, 1.42519e-05
0.0716, 0.11, 0.003, 0.000391598, -1.20882e-05, 1.42589e-05
0.0713, 0.11, 0.003, 0.000391598, -1.20882e-05, 1.42589e-05
0.07145, 0.11, 0.003, 0.000391598, -1.20882e-05, 1.42589e-05
0.0713, 0.11, 0.003, 0.000391281, -9.43874e-06, 1.42666e-05
0.071, 0.11, 0.003, 0.000391281, -9.43874e-06, 1.42666e-05
0.07115, 0.11, 0.003, 0.000391281, -9.43874e-06, 1.42666e-05
0.071, 0.11, 0.003, 0.000390964, -6.78049e-06, 1.42752e-05
0.0707, 0.11, 0.003, 0.000390964, -6.78049e-06, 1.42752e-05
0.07085, 0.11, 0.003, 0.000390964, -6.78049e-06, 1.42752e-05
0.0707, 0.11, 0.003, 0.000390649, -4.11347e-06, 1.42846e-05
0.0704, 0.11, 0.003, 0.000390649, -4.11347e-06, 1.42846e-05
0.07055, 0.11, 0.003, 0.000390649, -4.11347e-06, 1.42846e-05
0.0704, 0.11, 0.003, 0.000390334, -1.43768e-06, 1.42948e-05
0.0701, 0.11, 0.003, 0.000390334, -1.43768e-06, 1.42948e-05
0.07025, 0.11, 0.003, 0.000390334, -1.43768e-06, 1.42948e-05
0.0701, 0.11, 0.003, 0.000390021, 1.24687e-06, 1.43058e-05
0.0698, 0.11, 0.003, 0.000390021, 1.24687e-06, 1.43058e-05
0.06995, 0.11, 0.003, 0.000390021, 1.24687e-06, 1.43058e-05
0.0698, 0.11, 0.003, 0.000389709, 3.9402e-06, 1.43177e-05
0.0695, 0.11, 0.003, 0.000389709, 3.9402e-06, 1.43177e-05
0.06965, 0.11, 0.003, 0.000389709, 3.9402e-06, 1.43177e-05
0.0695, 0.11, 0.003, 0.000389398, 6.64229e-06, 1.43304e-05
0.0692, 0.11, 0.003, 0.000389398, 6.64229e-06, 1.43304e-05
0.06935, 0.11, 0.003, 0.000389398, 6.64229e-06, 1.43304e-05
0.0692, 0.11, 0.003, 0.000389087, 9.35315e-06, 1.43439e-05
0.0689, 0.11, 0.003, 0.000389087, 9.35315e-06, 1.43439e-05
0.06905, 0.11, 0.003, 0.000389087, 9.35315e-06, 1.43439e-05
0.0689, 0.11, 0.003, 0.000388778, 1.20728e-05, 1.43582e-05
0.0686, 0.11, 0.003, 0.000388778, 1.20728e-05, 1.43582e-05
0.06875, 0.11, 0.003, 0.000388778, 1.20728e-05, 1.43582e-05
0.0686, 0.11, 0.003, 0.00038847, 1.48012e-05, 1.43734e-05
0.0683, 0.11, 0.003, 0.00038847, 1.48012e-05, 1.43734e-05
0.06845, 0.11, 0.003, 0.00038847, 1.48012e-05, 1.43734e-05
0.0683, 0.11, 0.003, 0.000388163, 1.75383e-05, 1.43893e-05
0.068, 0.11, 0.003, 0.000388163, 1.75383e-05, 1.43893e-05
0.06815, 0.11, 0.003, 0.000388163, 1.75383e-05, 1.43893e-05
0.068, 0.11, 0.003, 0.000387857, 2.02843e-05, 1.44061e-05
0.0677, 0.11, 0.003, 0.000387857, 2.02843e-05, 1.44061e-05
0.06785, 0.11, 0.003, 0.000387857, 2.02843e-05, 1.44061e-05
0.0677, 0.11, 0.003, 0.000387552, 2.3039e-05, 1.44237e-05
0.0674, 0.11, 0.003, 0.000387552, 2.3039e-05, 1.44237e-05
0.06755, 0.11, 0.003, 0.000387552, 2.3039e-05, 1.44237e-05
0.0674, 0.11, 0.003, 0.000387248, 2.58024e-05, 1.44422e-05
0.0671, 0.11, 0.003, 0.000387248, 2.58024e-05, 1.44422e-05
